active,location_id,location_name,location_name_fr,operated_by,operated_by_fr,city,address,address_fr,postal_code,province,latitude,longitude,phu_id,phu,phu_fr,phone,website,monday,tuesday,wednesday,thursday,friday,saturday,sunday,after_hours,appointments,walk_ins,drive_through,children_under_2,accessible,temporarily_closed,pharmacy,community_lab,assessment_centre,email,online_appointments,phone_appointments,symptomatic,general_population,age_threshold,weeks_pregnant,french_language_services,asl_interpretation,first_nations,free_parking,paid_parking,public_transit,additional_information,additional_information_fr
No,160,Windsor Regional Hospital - St Clair Campus Assessment Centre,Windsor Regional Hospital - St Clair Campus Assessment Centre,Windsor Regional Hospital,Windsor Regional Hospital,Windsor,2000 Talbot Road West,,N9A 6S4,ON,42.249258,-83.020319,,Windsor-Essex County Health Unit,,519-973-4443,https://www.wrh.on.ca/COVID19AssessmentCentre,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,09:00-16:00,09:00-16:00,,Yes,No,No,,,Yes,,,Yes,,,,Yes,,,,,,,,,,"Located adjacent to established WRH Field Hospital
To book appointment on-line go to https://www.wrh.on.ca/OnlineBooking 
Or if do not have access to a mobile device or computer call 519 973 4443 
Holiday hours 9 a.m.-4p.m.",
Yes,161,City Hall/NAC testing site,,The Ottawa Hospital,The Ottawa Hospital,Ottawa,63 Albert Street,,K1P 1E3,ON,45.422398,-75.694926,,Ottawa Public Health,,613-737-8193,https://www.ottawapublichealth.ca/en/shared-content/assessment-centres.aspx,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,,Yes,No,Yes,,,,,,Yes,,https://www.ottawapublichealth.ca/en/shared-content/assessment-centres.aspx#Click-here-to-learn-more-and-book-an-appointment,TRUE,Yes,,10y,,,,,,,,"The drive-through Assessment Centre at the NAC is available by appointment only.  10 years of age and older with valid OHIP.
You must first register at the City Hall Parking Garage (Elgin Street Entrance) followed by testing at the NAC Parking Garage (Albert Street Entrance)",
Yes,162,Huntsville COVID-19 Assessment Centre,Huntsville COVID-19 Assessment Centre,"Town of Huntsville, Physicians of Hunstville, District of Muskoka Community Paramedics",,Huntsville,20 Park Drive,,P1H 1P5,ON,45.323210,-79.213295,,Simcoe Muskoka District Health Unit,,,https://www.simcoemuskokahealth.org/Topics/COVID-19/AssessmentCentresandTesting,09:00-13:00,,09:00-13:00,,09:00-13:00,,,,Yes,Yes,Yes,,,,,,Yes,,,,Yes,,,,,,,,,,"Huntsville Active Living Centre
Walk in or pre-book your appointments by calling 1-888-383-7009. Phone booking lines are open Monday to Friday between 9am and 4pm 
Select “Huntsville “ option as the phone line serves both the Bracebridge and Huntsville centres

BEFORE visiting our site
1) If you are an adult, please  visit www.ontario.ca/covidtest to ensure you meet the criteria for a test.  
2) Children should complete the screening at ontario.ca/schoolscreening to ensure he/she meets the criteria for a test.",
No,163,Michael Garron Hospital - Crescent Town Health Centre,Michael Garron Hospital - Crescent Town Health Centre,Michael Garron Hospital,Michael Garron Hospital,East York,4 The Market Place,,M4C 5M1,ON,43.696005,-79.292090,22,Toronto Public Health,,,,12:00-19:00,12:00-19:00,12:00-19:00,12:00-19:00,12:00-19:00,12:00-19:00,,,Yes,Yes,No,,,,,,Yes,,,,Yes,,,,,,,,,,"September 17 to November 30, excluding Sundays. Testing may finish early depending on volumes.",
Yes,34,Lakeridge Health - Ajax Pickering,Lakeridge Health - Ajax Pickering,Lakeridge Health,Lakeridge Health,Ajax,580 Harwood Avenue South,580 avenue Harwood Sud,L1S 2J4,ON,43.836799,-79.017114,12,Durham Region Health Department,Service de santé de la région de Durham,,https://www.lakeridgehealth.on.ca/en/patientsandvisitors/novel-coronavirus-2019-ncov.asp,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,,Yes,No,No,No,Yes,,,,Yes,,http://covidswab.lh.ca,,Yes,,18y,,No,No,,No,Yes,Yes,Please complete the online registration form. Patients will be called or emailed with an appointment time. Separate building on hospital property.,
,165,Haileybury Family Health Team,Haileybury Family Health Team,Haileybury Family Health Team,Haileybury Family Health Team,Haileybury,95 Meridian Avenue,,P0J 1K0,ON,47.438646,-79.631821,,Timiskaming Health Unit,,705-672-3371,,08:30-16:30,08:30-16:30,08:30-16:30,08:30-16:30,08:30-12:30,,,,Yes,No,No,,,Yes,,,Yes,,,,Yes,,,,,,,,,,Patients are to contact the Family Health Team at 705-672-3371 to book an appointment. No walk-ins. Patients are asked to not go to the Emergency Department of Temiskaming Hospital but to call the FHT.,
Yes,166,Alexandria COVID-19 Assessment Centre,Alexandria - Centre d’évaluation pour la COVID-19,Glengarry Memorial Hospital,,Alexandria,20260 Country Road 43,,K0C 1A0,ON,45.300670,-74.629736,,Eastern Ontario Health Unit,,800-267-7120,https://eohu.ca/fr/covid/covid-19-testing-assessment-centres,,,,,,,,,Yes,No,No,No,,,,,Yes,,https://eohu.ca/fr/covid/covid-19-testing-assessment-centres,TRUE,Yes,,2y,,,,,,,,"*this site has moved to Hôpital Glengarry Memorial Hospital
Please call to schedule an appointment: 613-525-2222 x4177

https://eohu.ca/en/covid/covid-19-testing-assessment-centres",
Yes,167,Shoppers Drug Mart,,Shoppers,,Brampton,160 Main Street South,160 rue Main S,L6W 2E1,ON,43.6782516,-79.747611,,Peel Public Health,Bureau de santé de la région de Peel,905-451-0111,www.shoppersdrugmart.ca/covid19,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,168,Shoppers Drug Mart,,Shoppers,,Brampton,10665 Bramalea Road,10665 Bramalea Road,L6R 3P4,ON,43.7573939,-79.760753,,Peel Public Health,Bureau de santé de la région de Peel,905-793-2011,www.shoppersdrugmart.ca/covid19,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,169,Shoppers Drug Mart,,Shoppers,,Brampton,34 A Avondale Boulevard,34 A boul Avondale,L6T 1H3,ON,43.7073945,-79.699115,,Peel Public Health,Bureau de santé de la région de Peel,905-793-4444,www.shoppersdrugmart.ca/covid19,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-18:00,10:00-17:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,170,Shoppers Drug Mart,,Shoppers,,Brampton,366 Main Street North,366 rue Main N,L6V 1P8,ON,43.6950221,-79.771375,,Peel Public Health,Bureau de santé de la région de Peel,905-456-0167,www.shoppersdrugmart.ca/covid19,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,171,Shoppers Drug Mart,,Shoppers,,Brampton,10048 McLaughlin Road,10048 McLaughlin Road,L7A 2X6,ON,43.6963884,-79.799117,,Peel Public Health,Bureau de santé de la région de Peel,905-846-4444,www.shoppersdrugmart.ca/covid19,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,172,Shoppers Drug Mart,,Shoppers,,Brampton,1 Kennedy Road South,1 rue Kennedy S,L6W 3C9,ON,43.6945685,-79.749197,,Peel Public Health,Bureau de santé de la région de Peel,905-454-4464,www.shoppersdrugmart.ca/covid19,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,173,Shoppers Drug Mart,,Shoppers,,Brampton,3938 Cottrelle Boulevard,3938 boul Cottrelle,L6P 2R1,ON,43.7847274,-79.662227,,Peel Public Health,Bureau de santé de la région de Peel,905-794-7071,www.shoppersdrugmart.ca/covid19,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,174,Shoppers Drug Mart,,Shoppers,,Ottawa,1180 Walkley Road,1180 Walkley Road,K1V 2M5,ON,45.3697843,-75.663646,,Ottawa Public Health,Bureau de santé publique d'Ottawa,613-737-3344,www.shoppersdrugmart.ca/covid19,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,175,Shoppers Drug Mart,,Shoppers,,Ottawa,647 Earl Armstrong Road,647 Earl Armstrong Road,K1V 2G2,ON,45.2693834,-75.698127,,Ottawa Public Health,Bureau de santé publique d'Ottawa,613-822-6746,www.shoppersdrugmart.ca/covid19,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,176,Shoppers Drug Mart,,Shoppers,,Ottawa,455 Bank Street,455 rue Bank,K2P 1Y9,ON,45.4119191,-75.693158,,Ottawa Public Health,Bureau de santé publique d'Ottawa,613-238-9041,www.shoppersdrugmart.ca/covid19,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,177,Shoppers Drug Mart,,Shoppers,,Ottawa,541 Montreal Road,541 Montreal Road,K1K 0V1,ON,45.4418209,-75.646244,,Ottawa Public Health,Bureau de santé publique d'Ottawa,613-740-0616,www.shoppersdrugmart.ca/covid19,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,178,Shoppers Drug Mart,,Shoppers,,Orleans,3940 Innes Road,3940 Innes Road,K1W 1K9,ON,45.4539866,-75.507985,,Ottawa Public Health,Bureau de santé publique d'Ottawa,613-834-7383,www.shoppersdrugmart.ca/covid19,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,179,Shoppers Drug Mart,,Shoppers,,Orleans,2954 St. Joseph Boulevard,2954 boul St. Joseph,K1C 1G7,ON,45.4750981,-75.516484,,Ottawa Public Health,Bureau de santé publique d'Ottawa,613-841-1535,www.shoppersdrugmart.ca/covid19,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,180,Shoppers Drug Mart,,Shoppers Drug Mart,,Toronto,1630 Danforth Avenue,1630 av Danforth,M4C 1H6,ON,43.683901,-79.32219,,Toronto Public Health,Bureau de santé de Toronto,416-461-2453,www.shoppersdrugmart.ca/covid19,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,181,Shoppers Drug Mart,,Shoppers Drug Mart,,East York,1601 Bayview Avenue,1601 av Bayview,M4G 3B5,ON,43.7063311,-79.375022,,Toronto Public Health,Bureau de santé de Toronto,416-489-1873,www.shoppersdrugmart.ca/covid19,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,182,Shoppers Drug Mart,,Shoppers Drug Mart,,Toronto,1027 Yonge Street,1027 rue Yonge,M4W 2K9,ON,43.6776412,-79.389454,,Toronto Public Health,Bureau de santé de Toronto,416-961-0155,www.shoppersdrugmart.ca/covid19,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,183,Shoppers Drug Mart,,Shoppers Drug Mart,,Toronto,3446 Dundas Street West,3446 rue Dundas O,M6S 2S1,ON,43.6661678,-79.486735,,Toronto Public Health,Bureau de santé de Toronto,416-766-8131,www.shoppersdrugmart.ca/covid19,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,184,Shoppers Drug Mart,,Shoppers,,Toronto,1400 Dupont Street,1400 rue Dupont,M6H 2B2,ON,43.6668998,-79.446711,,Toronto Public Health,Bureau de santé de Toronto,416-532-9214,www.shoppersdrugmart.ca/covid19,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,185,Shoppers Drug Mart,,Shoppers Drug Mart,,Toronto,360A Bloor Street West,360A rue Bloor O,M5S 1X1,ON,43.6665441,-79.405057,,Toronto Public Health,Bureau de santé de Toronto,416-961-2121,www.shoppersdrugmart.ca/covid19,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,186,Shoppers Drug Mart,,Shoppers Drug Mart,,Etobicoke,123 Rexdale Boulevard,123 boul Rexdale,M9W 1P1,ON,43.7110841,-79.565436,,Toronto Public Health,Bureau de santé de Toronto,416-743-1645,www.shoppersdrugmart.ca/covid19,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,187,Shoppers Drug Mart,,Shoppers,,Etobicoke,900 Albion Road,900 Albion Road,M9V 1A5,ON,43.7353212,-79.559993,,Toronto Public Health,Bureau de santé de Toronto,416-741-2430,www.shoppersdrugmart.ca/covid19,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,188,Shoppers Drug Mart,,Shoppers,,Mississauga,6975 Meadowvale Town Centre Circle,6975 Meadowvale Town Centre Circle,L5N 2W7,ON,43.5819795,-79.758122,,Peel Public Health,Bureau de santé de la région de Peel,905-826-7112,www.shoppersdrugmart.ca/covid19,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,189,Shoppers Drug Mart,,Shoppers,,Mississauga,"5602 Tenth Line West, Unit 101",5602 Tenth Line O #101,L5M 5S5,ON,43.5591152,-79.744719,,Peel Public Health,Bureau de santé de la région de Peel,905-858-4618,www.shoppersdrugmart.ca/covid19,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,190,Shoppers Drug Mart,,Shoppers,,Mississauga,"5425 Creditview Road, Unit 1",5425 Creditview Road #1,L5V 2P3,ON,43.5871633,-79.695706,,Peel Public Health,Bureau de santé de la région de Peel,905-858-8711,www.shoppersdrugmart.ca/covid19,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,191,Shoppers Drug Mart,,Shoppers,,Mississauga,7070 Mclaughlin Road,7070 Mclaughlin Road,L5W 1W7,ON,43.6367569,-79.71948,,Peel Public Health,Bureau de santé de la région de Peel,905-696-9791,www.shoppersdrugmart.ca/covid19,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,192,Shoppers Drug Mart,,Shoppers Drug Mart,,North York,4841 Yonge Street,4841 rue Yonge,M2N 5X2,ON,43.7625088,-79.410532,,Toronto Public Health,Bureau de santé de Toronto,416-222-1174,www.shoppersdrugmart.ca/covid19,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,10:00-22:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,193,Shoppers Drug Mart,,Shoppers,,Toronto,5095 Yonge Street,5095 rue Yonge,M2N 6Z4,ON,43.768663,-79.412087,,Toronto Public Health,Bureau de santé de Toronto,416-226-0313,www.shoppersdrugmart.ca/covid19,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,194,Shoppers Drug Mart,,Shoppers Drug Mart,,North York,3874 Bathurst Street,3874 rue Bathurst,M3H 3N3,ON,43.7411737,-79.435313,,Toronto Public Health,Bureau de santé de Toronto,416-635-5601,www.shoppersdrugmart.ca/covid19,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,195,Shoppers Drug Mart,,Shoppers,,North York,2550 Finch Avenue West,2550 av Finch O,M9M 2G3,ON,43.7490689,-79.560255,,Toronto Public Health,Bureau de santé de Toronto,416-749-5271,www.shoppersdrugmart.ca/covid19,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
Yes,196,Shoppers Drug Mart,,Shoppers,,Orleans,1937 Portobello Boulevard,1937 boul Portobello,K4A 4W9,ON,45.4680525,-75.465799,,Ottawa Public Health,Bureau de santé publique d'Ottawa,613-590-1626,www.shoppersdrugmart.ca/covid19,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.
