ï»¿active,location_id,location_name,location_name_fr,operated_by,operated_by_fr,city,address,address_fr,postal_code,province,latitude,longitude,region,region_fr,phu_id,PHU,PHU_fr,phone,website,monday,tuesday,wednesday,thursday,friday,saturday,sunday,after_hours,appointments,walk_ins,drive_through,children_under_2,accessible,additional_information,additional_information_fr,age_threshold,asl_interpretation,email,first_nations,free_parking,french_language_services,general_population,holiday_hours,paid_parking,pharmacy,public_transit,symptomatic,temporarily_closed,weeks_pregnant
Yes,115,Women's College Hospital,Women's College Hospital,Women's College Hospital,Women's College Hospital,Toronto,76 Grenville Street,76 rue Grenville,M5S 1B2,ON,43.661634,-79.387628,Toronto,Toronto,22,Toronto Public Health,Bureau de santÃ© de Toronto,,https://www.womenscollegehospital.ca/assessmentcentre,08:30-19:30,08:30-19:30,08:30-19:30,08:30-19:30,08:30-19:30,08:30-19:30,08:30-19:30,,Yes,No,No,Yes,Yes,"Appointments required, visit website at https://www.womenscollegehospital.ca/patients-and-caregivers/wch-covid-19-assessment-centre-v2



Use the north-east entrance located on Grosvenor Street.",,0m,No,,,,No,,,Yes,,Yes,Yes,,
Yes,116,Twin Bridges Nurse Practitioner Clinic,Twin Bridges Nurse Practitioner Clinic,Twin Bridges Nurse Practitioner Clinic,Twin Bridges Nurse Practitioner Clinic,Sarnia,153 Christina Street South,153 rue Christina,N7T 2M0,ON,42.968947,-82.408908,West,Ouest,23,Lambton Health Unit,Bureau de santÃ© de Lambton,226-776-9030,http://tbnplc.com/,16:00-20:00,16:00-20:00,16:00-20:00,16:00-20:00,,09:00-14:00,,,Yes,Yes,Yes,,Yes,"""Use the D-wing entrance point. Drive thru testing is ONLY available at this location on Saturdays from 9-2. Walk-in appointments are available at all hours of operation.

Appointments are available for frail elderly or those too ill to wait in line only.""",,0m,Yes,,,Yes,Yes,,,,,Yes,Yes,,
Yes,117,Brant Community Healthcare System,Brant Community Healthcare System,Brant Community Healthcare System,Brant Community Healthcare System,Brantford,79 Market Street South,,N3S2E4,ON,43.135386,-80.263542,West,Ouest,24,Brant County Health Unit,Bureau de santÃ© du comtÃ¨ de Brant,519-751-5818,https://www.bchsys.org/en/covid-19-online-scheduling.aspx,8:00-22:00,8:00-22:00,8:00-22:00,8:00-22:00,8:00-22:00,8:00-18:00,8:00-18:00,,Yes,No,No,,Yes,"Located at Brantford Civic Centre Auditorium


Appointments only. Book by calling 519-751-5818, emailing covid.assessment@bchsys.org with name and telephone number, or through online self-booking tool",,0m,No,covid.assessment@bchsys.org,,Yes,No,,,,,Yes,Yes,,
Yes,118,Cambridge Assessment Centre,Centre d'Ã¨valuation de Cambridge,Cambridge Memorial Hospital,HÃ´pital Memorial de Cambridge,Cambridge,215 Holiday Inn Drive,,N3C 3T2,ON,43.416990,-80.320331,West,Ouest,25,"Region of Waterloo, Public Health",Bureau de santÃ© publique de la rÃ©gion de Waterloo,226-895-1050,https://www.cmh.org/patients-visitors/covid-19-and-you/covid-19-testing,8:30-20:30,8:30-20:30,8:30-20:30,8:30-20:30,8:30-20:30,8:30-16:30,8:30-16:30,,Yes,No,Yes,,No,"Holiday hours: 8:30-16:30


Services are offered in French upon request.


AC Phone: 226-895-1050",,1y,No,,,Yes,No,,8:30-16:30,,,Yes,Yes,,
Yes,119,Chatham-Kent Health Alliance,Alliance Chatham-Kent pour la santÃ©,Chatham-Kent Health Alliance,Alliance Chatham-Kent pour la santÃ©,Chatham,1001 Grand Avenue West ,,N7M 5W4,ON,42.394330,-82.222332,West,Ouest,26,Chatham-Kent Health Unit,Bureau de santÃ© de Chatham-Kent,519-436-2556,http://www.assessmentbooking.ca,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,Yes,Yes,No,No,,,"St. Clair College HealthPlex, Chatham Campus 

Please visit  www.assessmentbooking.ca and complete the online form to schedule an appointment. Those without technology may call 519-436-2556.

Last appointment at 4:30 p.m.",,0m,,,,,,,,,,,Yes,,
Yes,120,Erie Shores Healthcare,Erie Shores Healthcare,Erie Shores Healthcare,Erie Shores Healthcare,Leamington,194 Talbot Street West,194 rue Talbot Ouest,N8H 1N9,ON,42.048807,-82.614178,West,Ouest,27,Windsor-Essex County Health Unit,Bureau de santÃ© du comtÃ¨ de Windsor-Essex,519-326-2373 ext. 4263,,8:00-18:00,8:00-18:00,8:00-18:00,8:00-18:00,8:00-18:00,8:00-18:00,8:00-18:00,,Yes,Yes,No,,Yes,Blue assessment centre signage directs persons to spearate entrance. Spanish speaking intepreter will be joining the team in the near future. ,,1y,No,,,,No,,,Yes,,No,Yes,,
,121,Goderich Columbus Banquet Hall,Goderich Columbus Banquet Hall,"Maitland Valley Family Health Team, Alexandra Marine and General Hospital, Huron Perth Public Health","Maitland Valley Family Health Team, Alexandra Marine and General Hospital, Huron Perth Public Health",Goderich,390 Parsons Court,390 Parsons Court,N7A 4K3,ON,43.730283,-81.695605,West,Ouest,28,Huron Perth Health Unit,Bureau de santÃ© de Huron Perth,519-524-6060 ext. 263,https://www.hpph.ca/en/news/coronavirus-covid19-update.aspx#Testing-tracing-and-results-for-COVID-19,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,,,,Yes,No,Yes,,Yes,Stay in your car and drive up to the underpass. Do not leave your car.,SituÃ© dans la salle des Chevaliers de Colomb.,0m,No,,,Yes,No,,Closed ,,,No,Yes,Yes,
,122,Grand River Hospital COVID-19 Testing Centre,Grand River Hospital COVID-19 Testing Centre,Grand River Hospital ,HÃ´pital Grand River,Kitchener,835 King Street West,835 rue King Ouest,N2G 1G3,ON,43.456239,-80.511992,West,Ouest,25,"Region of Waterloo, Public Health",Bureau de santÃ© publique de la rÃ©gion de Waterloo,519-749-4300 ext. 6824,https://www.smgh.ca/covid-19-testing-available-for-k-w-residents-with-symptoms-starting-may-16/,7:30-18:30,7:30-18:30,7:30-18:30,7:30-18:30,7:30-18:30,7:30-18:30,7:30-18:30,,Yes,,,,,Permanently closed,,,,,,,,,,,,,Yes,Yes,
Yes,123,Grand River Hospital - Drive Thru COVID-19 Assessment Center,Grand River Hospital - Drive Thru COVID-19 Assessment Center,Grand River Hospital - Drive Thru COVID-19 Assessment Center,Grand River Hospital - Drive Thru COVID-19 Assessment Center,Kitchener,137 Glasgow Street,137 rue Glasgow,N2G 2G9,ON,43.450916,-80.513577,West,Ouest,25,"Region of Waterloo, Public Health",Bureau de santÃ© publique de la rÃ©gion de Waterloo,,https://covidtestregistration.grhosp.on.ca/,7:30-18:00,7:30-18:00,7:30-18:00,7:30-18:00,7:30-18:00,7:30-18:00,7:30-18:00,,Yes,No,Yes,,Yes,"effective September 24, 2020 our hours remain 7:30 am to 6:00 pm however appointments via preregistration are now required. Residents who require testing must preregister via an online form for the following day - https://covidtestregistration.grhosp.on.ca/ - and if they need assistance can call 226-747-5049.

We are also now directing that residents should only seek testing if:

â€¢	Showing COVID-19 symptoms; 

â€¢	Have been exposed to a confirmed case of the virus, as informed by your public health unit or exposure notification through the COVID Alert app; 

â€¢	A resident or work in a setting that has a COVID-19 outbreak, as identified and informed by your local public health unit; and 

â€¢	Eligible for testing as part of a targeted testing initiative directed by the Ministry of Health or the Ministry of Long-Term Care. 

",,2y,No,,,Yes,No,,,,,Yes,Yes,,
Yes,124,Grey Bruce Health Services - Owen Sound,Grey Bruce Health Services - Owen Sound,Grey Bruce Health Services - Owen Sound,Grey Bruce Health Services - Owen Sound,Owen Sound,1800 8th Street East,1800 8e rue Est,N4K 6M0,ON,44.567422,-80.912233,West,Ouest,29,Grey Bruce Health Unit,Bureau de santÃ© de Grey Bruce,519-378-1466,https://gbhs.simplybook.me/v2/,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,8:00-16:00,8:00-16:00,,Yes,No,No,,Yes,Located in the portable facility outside the entrance of the Owen Sound Hospital Emergency Department. Online booking system ,,3m,Yes,,,Yes,Yes,,,,,Yes,Yes,,
Yes,125,Guelph General Hospital,Guelph General Hospital,Guelph General Hospital,HÃ´pital gÃ©nÃ©ral de Guelph,Guelph,400 Southgate Drive,400 Southgate Drive,N1G 4P5,ON,43.500949,-80.219051,West,Ouest,4,Wellington-Dufferin-Guelph Health Unit,Bureau de santÃ© de Wellington-Dufferin-Guelph,226-773-1922,https://www.wdgpublichealth.ca/your-health/covid-19-information-public/assessment-centres-wdg,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,9:00- 17:00,9:00- 17:00,,Yes,Yes,No,,,"How to make an appointment (phone-in only)


â€¢	Call 1-226-773-1922 from Monday to Friday, 9:00 a.m. to 5:00 p.m Saturday, Sunday and holidays from 10:00 a.m. to 3:00 p.m.


â€¢	You be asked some screening questions then provided an appointment time for the same day or next day.


â€¢	If the two-day capacity is reached, you will be asked to call back the next day.





Holiday hours: 9:00-16:00


",,3m,,,,,,,9:00-16:00,,,,Yes,,
,126,Dave Andreychuk Mountain Arena Assessment Centre,Dave Andreychuk Mountain Arena Assessment Centre,Hamilton Family Health Team,Hamilton Family Health Team,Hamilton,25 Hester Street,26 rue Hester,L9A 2N3,ON,43.225590,-79.880934,West,Ouest,30,Hamilton Public Health Services,Services de santÃ© publique d'Hamilton,905-974-9848,https://www.hamilton.ca/coronavirus/assessment-centres,,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,,Yes,No,Yes,No,Yes,,,4y,No,,,Yes,No,,Closed ,,,Yes,Yes,Yes,
Yes,127,Hamilton Health Sciences,Hamilton Health Sciences,Hamilton Health Sciences ,Hamilton Health Sciences ,Hamilton,690 Main Street West,690 rue Main Ouest,L8S 1A4,ON,43.260440,-79.897864,West,Ouest,30,Hamilton Public Health Services,Services de santÃ© publique d'Hamilton,905-974-9848,http://www.HamiltonCovidTest.ca,11:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,,Yes,No,No,,,"Book online at: www.HamiltonCovidTest.ca

Phone line (905-974-9848) available for those without internet access, between hours of 9-5pm.

",,,,,,,,,9:00-17:00 ,,,,Yes,,
Yes,128,Hanover and District Hospital,HÃ´pital de Hanover et du district,Hanover and District Hospital,HÃ´pital de Hanover et du district,Hanover,90 7th Avenue,90 7e avenue,N4N 1N1,ON,44.141506,-81.029323,West,Ouest,29,Grey Bruce Health Unit,Bureau de santÃ© de Grey Bruce,,https://www.hanoverhospital.on.ca/news.php?pgid=121 ,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,,,,Yes,No,No,,Yes,,,0m,Yes,,,No,No,,Closed,,,No,Yes,,
Yes,129,Joseph Brant Hospital,Joseph Brant Hospital,Joseph Brant Hospital,Joseph Brant Hospital,Burlington ,1245 Lakeshore Blvd,1245 boulevard Lakeshore,L7S 0A2,ON,43.317101,-79.802344,West,Ouest,3,Halton Region Health Department,Service de santÃ© de la rÃ©gion d'Halton,905-632-3737 ext. 6550,https://www.josephbranthospital.ca/en/redevelopment-expansion/covid-19-assessment-testing.asp?_mid_=33300,8:00-19:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,,Yes,No,No,,Yes,"Please call to schedule an appointment.

Separate entrance, await in car until called to come to clinic. ",,1y,Yes,,,Yes,Yes,,Closed ,,,Yes,Yes,,
Yes,130,Listowel Memorial Hospital,Listowel Memorial Hospital,Listowel Memorial Hospital,Listowel Memorial Hospital,Listowel,255 Elizabeth Street East,255 rue Elizabeth Est,N4W 2P5,ON,43.733600,-80.948919,West,Ouest,28,Huron Perth Health Unit,Bureau de santÃ© de Huron Perth,519-291-4200,https://lwha.ca/covid-19-up-to-date-information-you-need-to-know/,14:00-19:00,14:00-19:00,14:00-19:00,14:00-19:00,14:00-19:00,14:00-19:00,,,Yes,No,No,,Yes,"Located in the building directly across from the hospital. A parking lot is available directly across from the building.





Please call to schedule an appointment.





No main entrance to facility. You will be screened and then will go to registration.",,0m,No,,,,No,,Closed ,Yes,,No,Yes,,
Yes,131,Oakridge Arena,Oakridge Arena,Thames Valley Family Health Team,Thames Valley Family Health Team,London,825 Valetta Street,825 rue Valetta,N6H 2Z2,ON,42.975279,-81.305895,West,Ouest,31,Middlesex-London Health Unit,Bureau de santÃ© de Middlesex-London,519-667-6886 ,https://covidtestinglm.ca/,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,,,,Yes,Yes,No,,,Book an appointment online at https://covidtestinglm.ca/,,,,,,,,,,,,,Yes,,
Yes,132,The Wellington Assessment Centre - Fergus,,Groves Memorial Hospital,,Fergus,235 Union Street East,,N1M 1M3,ON,43.705713,-80.373354,West,Ouest,4,Wellington-Dufferin-Guelph Health Unit,Bureau de santÃ© de Wellington-Dufferin-Guelph,226-383-2415,http://www.whcacovid.com ,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,,,,Yes,Yes,No,No,Yes,"Old Groves Memorial District Hospital (previous ER location)

The entrance will be marked with signage.

Closed 12:30-1:30 and on weekends/Closed statutory holidays

Appointment-based testing starts Tuesday, October 6. Call 226-383-2415

",,2y,No,,,Yes,No,,Closed ,,,Yes,Yes,,
Yes,133,Niagara Health Greater Niagara General Site,Niagara Health Greater Niagara General Site,Niagara Health Greater Niagara General Site,Niagara Health Greater Niagara General Site,Niagara Falls,5546 Portage Road,,L2E 6X2,ON,43.094126,-79.089606,West,Ouest,32,Niagara Region Public Health Department,Service de santÃ© publique rÃ©gionale de Niagara,905-378-4647 ext. 42819,https://www.niagarahealth.on.ca/centres,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,,Yes,No,No,Yes,No,"Open 7 days a week. Online booking available at www.niagarahealth.on.ca/centres, or by calling 905-378-4647 ext. 42819

Closed statutory holidays. Can test all ages.",,0m,No,,,Yes,No,,Closed ,,,Yes,Yes,,
Yes,134,Niagara Health St. Catharines Site,Niagara Health St. Catharines Site,Niagara Health St. Catharines Site,Niagara Health St. Catharines Site,St. Catharines,1200 Fourth Avenue,1200 4e avenue,L2S 0A9,ON,43.153843,-79.278522,West,Ouest,32,Niagara Region Public Health Department,Service de santÃ© publique rÃ©gionale de Niagar,905-378-4647 ext. 42819,https://www.niagarahealth.on.ca/centres,8:00-18:00,8:00-18:00,8:00-18:00,8:00-18:00,8:00-18:00,8:00-18:00,8:00-18:00,,Yes,No,No,Yes,Yes,"Open 7 days a week. Online booking available at www.niagarahealth.on.ca/centres, or by calling 905-378-4647 ext. 42819.

Closed statutory holidays. Can test all ages.",,0m,No,,,Yes,No,,Closed,,,Yes,Yes,,
Yes,135,Rural Lambton Assessment Center,Rural Lambton Assessment Center,Bluewater Health,Bluewater Health,Petrolia,"4130 Glenview Road, Unit 3",4130 hemin Glenview,N0N 1R0,ON,42.877325,-82.148468,West,Ouest,23,Lambton Health Unit,Bureau de santÃ© de Lambton,519-882-2500,https://lambtonpublichealth.ca/2019-novel-coronavirus/testing-criteria/,13:30-16:30,13:30-16:30,13:30-16:30,13:30-16:30,13:30-16:30,9:00-12:00,,,Yes,No,Yes,,Yes,Completely drive through model outside at north side of building.,,0m,No,,,Yes,No,,,,,No,Yes,,
Yes,136,Six Nations COVID-19 Assessment & Drive-Through Test Centre,Six Nations COVID-19 Assessment & Drive-Through Test Centre,Restricted to Six Nations members and providers only ,AccÃ¨s rÃ©servÃ© uniquement aux membres et aux fournisseurs des Six Nations,Ohsweken,1738 Fourth Line Road,1738 chemin Fourth Line,N0A 1M0,ON,43.069122,-80.122986,West,Ouest,35,,,,,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,,Yes,Yes,Yes,,,,,,,,Six Nations of the Grand River,,,,Closed ,,,,Yes,,
Yes,137,South Bruce Grey Health Centre - Kincardine Site,South Bruce Grey Health Centre - Kincardine Site,South Bruce Grey Health Centre,South Bruce Grey Health Centre,Kincardine,1199 Queen Street,1199 rue Queen,N2Z 1J4,ON,44.189085,-81.625465,West,Ouest,29,Grey Bruce Health Unit,Bureau de santÃ© de Grey Bruce,226-257-1500,https://www.sbghc.on.ca/,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-14:00,,,Yes,No,No,,Yes,"Arrive at scheduled time (no more than 5 minutes early) Follow signage to designated COVID-19 Assessment Centre parking area, and enter the Assessment Centre attached to the hospital following the designated signage. 


For results or general questions:


519-370-2400 ext. 4313


To book an appointment (if unable to do through online booking system through https://www.sbghc.on.ca/ ) call (226) 257-1500


",,0m,No,,,Yes,Yes,,Closed ,,,Yes,Yes,,
Yes,138,Grand Bend Testing Centre,Grand Bend Testing Centre,Grand Bend Area Community Health Centre ,Grand Bend Area Community Health Centre ,Grand Bend,69 Main Street East,69 rue Main Est,N0M 1T0,ON,43.343664,-81.480958,West,Ouest,28,Huron Perth Health Unit,Bureau de santÃ© de Huron Perth,519-238-2362 ext. 111,http://www.GBACHC.ca/COVID-19,13:30-16:00,13:30-16:00,13:30-16:00,13:30-16:00,13:30-16:00,,,,Yes,No,Yes,,Yes,"Not open during holidays. 



Drive up with appointment to the back parking lot.  You will be met by a parking attendant and further instructions will be provided

Interpretive services available (limited)

Appointment only â€“ book on-line at gbachc.ca/covid-19

Drive up only â€“ the test will be completed while you are sitting in your car

",,0m,No,,,Yes,No,,Closed ,,,No,Yes,,
Yes,139,St. Joseph's Healthcare Hamilton - East End,St. Joseph's Healthcare Hamilton - East End,St. Joseph's Healthcare Hamilton - East End,St. Joseph's Healthcare Hamilton - East End,Hamilton,2757 King Street East,2757 rue King Est,L8G 5E4,ON,43.221800,-79.774373,West,Ouest,30,Hamilton Public Health Services,Services de santÃ© publique d'Hamilton,905-974-9848,http://www.HamiltonCovidTest.ca,16:00-22:00,16:00-22:00,16:00-22:00,16:00-22:00,16:00-22:00,9:00-15:00,9:00-15:00,,Yes,No,No,,Yes,"Book online at: www.HamiltonCovidTest.ca


Phone line (905-974-9848) available for those without internet access, between hours of 9-5pm.


",,0m,No,,,,No,,10:00-14:00,Yes,,Yes,Yes,,
Yes,140,Carling Heights Optimist Community Centre,Carling Heights Optimist Community Centre,Thames Valley Family Health Team,,London,656 Elizabeth Street,656 rue Elizabeth,N5Y 6L3,ON,42.998736,-81.228895,West,Ouest,31,Middlesex-London Health Unit,Bureau de santÃ© de Middlesex-London,,http://www.covidtestinglm.ca ,9:00-19:00,9:00-19:00,9:00-19:00,9:00-19:00,9:00-19:00,11:00-19:00,11:00-19:00,,Yes,Yes,No,,Yes,,,0m,No,,,Yes,Yes,,,,,Yes,Yes,,
Yes,141,Kitchener-Waterloo-Wilmot-Wellesley-Woolwich (KW4) COVID-19 Assessment Centre - Westmount Plaza,Kitchener-Waterloo-Wilmot-Wellesley-Woolwich (KW4) COVID-19 Assessment Centre - Westmount Plaza,St. Mary's General Hospital and Westmount Place Walk-In Clinic ,St. Mary's General Hospital and Westmount Place Walk-In Clinic ,Waterloo,50 Westmount Road North,50 chemin Westmount Nord,N2L 6J7,ON,43.461280,-80.537704,West,Ouest,25,"Region of Waterloo, Public Health",Bureau de santÃ© publique de la rÃ©gion de Waterloo,855-414-2255,,9:00-16:00,9:00-16:00,9:00-16:00,9:00-16:00,9:00-16:00,,,,Yes,No,No,,Yes,Call ahead to arrange an appointment.,,6m,No,,,Yes,No,,Closed ,,,Yes,Yes,,
Yes,142,St. Mary's General Hospital - Bathurst Site,HÃ´pital gÃ©nÃ©ral St. Mary - Site Bathurst,St. Mary's General Hospital Cardiac Rehabilitation Centre,HÃ´pital gÃ©nÃ©ral St. Mary - Centre de rÃ©adaptation cardiaque,Waterloo,"50 Bathurst Drive, Unit 1","50 allÃ©e Bathurst, 1",N2V 2C5,ON,43.507454,-80.538638,West,Ouest,25,"Region of Waterloo, Public Health",Bureau de santÃ© publique de la rÃ©gion de Waterloo,519-885-9517,https://covid19.smgh.ca:4433/,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,,,,Yes,No,No,,Yes,"Residents who require testing must preregister for next day appointments via an online form at https://covid19.smgh.ca:4433/. Booking begins daily at 7:00 a.m.. For assistance, or if you canâ€™t book online, call 519-885-9517. Appointments are booked for those who â€¢ Are showing COVID-19 symptoms; â€¢ Have been exposed to a confirmed case of the virus, as informed by your public health unit or your COVID Alert app; â€¢ Live or work in a setting that has a COVID-19 outbreak, as identified and informed by your local public health unit; and â€¢ Are eligible for testing as part of a targeted testing initiative directed by the Ministry of Health or the Ministry of Long-Term Care. 

â€¢	Next day appointment by pre-registration 

â€¢	Book only one appointment per person per day

â€¢	Call 226-989-4966 to cancel

",,0m,No,,,Yes,No,,,,,Yes,Yes,,
